"message passing","{""29"": 35, ""10"": 6, ""25"": 6, ""32"": 4, ""37"": 3, ""51"": 3, ""97"": 3, ""30"": 2, ""41"": 2, ""45"": 2, ""79"": 2, ""89"": 2, ""91"": 2, ""92"": 2, ""93"": 2, ""98"": 2, ""11"": 1, ""28"": 1, ""33"": 1, ""67"": 1}"
"news article","{""2"": 57, ""5"": 37, ""3"": 1}"
"input data","{""99"": 15, ""10"": 9, ""29"": 8, ""121"": 6, ""80"": 5, ""15"": 4, ""60"": 4, ""130"": 4, ""76"": 3, ""82"": 3, ""176"": 3, ""180"": 3, ""16"": 2, ""30"": 2, ""42"": 2, ""43"": 2, ""67"": 2, ""70"": 2, ""75"": 2, ""3"": 1}"
"kast spectrum","{""7"": 66, ""72"": 11, ""62"": 8, ""159"": 6, ""40"": 4}"
"open mpi","{""29"": 73, ""79"": 11, ""52"": 5, ""227"": 3, ""10"": 2, ""47"": 1}"
"research activity","{""179"": 54, ""146"": 35, ""29"": 5, ""131"": 1}"
"collective call","{""29"": 63, ""51"": 6, ""97"": 6, ""89"": 5, ""231"": 3, ""233"": 3, ""79"": 2, ""135"": 2, ""239"": 2, ""85"": 1, ""88"": 1, ""93"": 1}"
"even though","{""5"": 13, ""19"": 12, ""49"": 7, ""14"": 5, ""16"": 5, ""6"": 3, ""29"": 3, ""41"": 3, ""48"": 3, ""58"": 3, ""80"": 3, ""15"": 2, ""18"": 2, ""67"": 2, ""74"": 2, ""78"": 2, ""136"": 2, ""1"": 1, ""8"": 1, ""10"": 1}"
"ieee computer","{""29"": 24, ""55"": 8, ""7"": 7, ""54"": 5, ""23"": 3, ""53"": 3, ""74"": 3, ""85"": 3, ""88"": 3, ""32"": 2, ""41"": 2, ""51"": 2, ""62"": 2, ""86"": 2, ""92"": 2, ""11"": 1, ""37"": 1, ""38"": 1, ""42"": 1, ""45"": 1}"
"storage technology","{""22"": 21, ""41"": 13, ""82"": 7, ""11"": 3, ""31"": 2, ""54"": 2, ""61"": 2, ""68"": 2, ""107"": 2, ""114"": 2, ""185"": 2, ""200"": 2, ""230"": 2, ""7"": 1, ""29"": 1, ""30"": 1, ""40"": 1, ""48"": 1, ""52"": 1, ""64"": 1}"
"storage landscape","{""172"": 37, ""54"": 13, ""237"": 9, ""41"": 5, ""169"": 5, ""162"": 4, ""154"": 3, ""145"": 2, ""146"": 2, ""147"": 2, ""158"": 2, ""168"": 2, ""64"": 1, ""66"": 1, ""140"": 1, ""143"": 1, ""149"": 1, ""160"": 1, ""163"": 1, ""165"": 1}"
"data analytics","{""180"": 55, ""130"": 11, ""182"": 5, ""134"": 3, ""167"": 3, ""41"": 2, ""58"": 2, ""148"": 2, ""157"": 2, ""60"": 1, ""139"": 1, ""144"": 1, ""146"": 1, ""147"": 1, ""154"": 1, ""166"": 1, ""205"": 1, ""217"": 1}"
"time needed","{""95"": 19, ""29"": 13, ""27"": 11, ""57"": 9, ""91"": 7, ""45"": 3, ""90"": 3, ""96"": 3, ""15"": 2, ""2"": 1, ""3"": 1, ""8"": 1, ""11"": 1, ""14"": 1, ""19"": 1, ""25"": 1, ""33"": 1, ""37"": 1, ""48"": 1, ""74"": 1}"
"metadata server","{""57"": 10, ""29"": 9, ""95"": 9, ""64"": 8, ""32"": 6, ""41"": 6, ""96"": 5, ""241"": 5, ""92"": 4, ""87"": 3, ""175"": 3, ""194"": 3, ""197"": 3, ""199"": 3, ""97"": 2, ""185"": 2, ""206"": 2, ""58"": 1, ""61"": 1, ""65"": 1}"
"blended spectrum","{""7"": 62, ""159"": 14, ""62"": 7, ""72"": 5, ""40"": 4}"
"job recommendation","{""13"": 92}"
"burst buffer","{""65"": 22, ""71"": 17, ""64"": 8, ""14"": 5, ""61"": 5, ""161"": 4, ""200"": 3, ""76"": 2, ""110"": 2, ""131"": 2, ""221"": 2, ""225"": 2, ""22"": 1, ""48"": 1, ""66"": 1, ""68"": 1, ""69"": 1, ""79"": 1, ""112"": 1, ""133"": 1}"
"error tolerance","{""16"": 88, ""45"": 2, ""202"": 2}"
"data storage","{""31"": 13, ""25"": 11, ""22"": 6, ""41"": 6, ""66"": 4, ""129"": 4, ""92"": 3, ""7"": 2, ""11"": 2, ""29"": 2, ""45"": 2, ""48"": 2, ""49"": 2, ""52"": 2, ""58"": 2, ""61"": 2, ""65"": 2, ""71"": 2, ""87"": 2, ""133"": 2}"
"byte information","{""7"": 76, ""72"": 12, ""40"": 3}"
"small file","{""92"": 17, ""57"": 13, ""95"": 10, ""82"": 9, ""132"": 5, ""29"": 3, ""48"": 3, ""64"": 3, ""210"": 3, ""223"": 3, ""66"": 2, ""73"": 2, ""200"": 2, ""206"": 2, ""14"": 1, ""32"": 1, ""60"": 1, ""76"": 1, ""100"": 1, ""107"": 1}"
"simulation result","{""29"": 57, ""135"": 7, ""79"": 4, ""51"": 3, ""22"": 2, ""38"": 2, ""48"": 2, ""80"": 2, ""84"": 2, ""231"": 2, ""233"": 2, ""45"": 1, ""54"": 1, ""60"": 1, ""68"": 1, ""112"": 1, ""130"": 1}"
"function call","{""29"": 18, ""33"": 11, ""21"": 8, ""76"": 8, ""10"": 5, ""7"": 4, ""66"": 4, ""93"": 4, ""32"": 3, ""62"": 3, ""5"": 2, ""14"": 2, ""30"": 2, ""37"": 2, ""60"": 2, ""89"": 2, ""1"": 1, ""15"": 1, ""28"": 1, ""31"": 1}"
"kernel pca","{""7"": 74, ""40"": 9, ""72"": 7}"
"mpi implementation","{""29"": 39, ""79"": 11, ""10"": 8, ""91"": 8, ""26"": 5, ""93"": 4, ""51"": 2, ""89"": 2, ""135"": 2, ""25"": 1, ""32"": 1, ""37"": 1, ""45"": 1, ""52"": 1, ""92"": 1, ""99"": 1, ""176"": 1, ""239"": 1}"
"analytical model","{""29"": 46, ""237"": 29, ""51"": 7, ""79"": 3, ""55"": 2, ""16"": 1, ""46"": 1, ""54"": 1}"
"file name","{""31"": 19, ""34"": 11, ""1"": 10, ""29"": 6, ""86"": 6, ""57"": 4, ""82"": 4, ""234"": 3, ""32"": 2, ""52"": 2, ""60"": 2, ""95"": 2, ""10"": 1, ""25"": 1, ""30"": 1, ""33"": 1, ""41"": 1, ""43"": 1, ""66"": 1, ""71"": 1}"
"file type","{""82"": 24, ""31"": 9, ""73"": 8, ""196"": 5, ""132"": 4, ""179"": 4, ""181"": 4, ""198"": 4, ""1"": 3, ""29"": 3, ""74"": 3, ""190"": 3, ""7"": 2, ""33"": 2, ""43"": 2, ""48"": 2, ""70"": 2, ""8"": 1, ""22"": 1, ""122"": 1}"
"iphone user","{""6"": 89}"
"hpc storage","{""172"": 38, ""82"": 25, ""41"": 5, ""60"": 3, ""45"": 2, ""48"": 2, ""92"": 2, ""134"": 2, ""22"": 1, ""66"": 1, ""68"": 1, ""73"": 1, ""112"": 1, ""122"": 1, ""123"": 1, ""133"": 1, ""162"": 1, ""223"": 1}"
"smart interface","{""166"": 32, ""160"": 26, ""165"": 21, ""163"": 10}"
"gaining insight","{""180"": 47, ""182"": 41}"
"baseline kernel","{""7"": 76, ""62"": 5, ""40"": 4, ""159"": 2}"
"computer society","{""29"": 24, ""55"": 8, ""7"": 7, ""54"": 5, ""53"": 3, ""74"": 3, ""85"": 3, ""88"": 3, ""32"": 2, ""51"": 2, ""62"": 2, ""86"": 2, ""92"": 2, ""11"": 1, ""23"": 1, ""37"": 1, ""38"": 1, ""41"": 1, ""42"": 1, ""45"": 1}"
"data server","{""57"": 18, ""95"": 15, ""29"": 12, ""87"": 11, ""241"": 11, ""32"": 6, ""96"": 3, ""25"": 2, ""88"": 2, ""12"": 1, ""20"": 1, ""86"": 1, ""92"": 1, ""93"": 1, ""97"": 1, ""240"": 1}"
"energy cost","{""38"": 55, ""90"": 14, ""54"": 9, ""48"": 3, ""67"": 2, ""237"": 2, ""33"": 1, ""47"": 1}"
"summary outline","{""241"": 7, ""146"": 6, ""157"": 6, ""179"": 6, ""240"": 6, ""181"": 5, ""141"": 4, ""158"": 4, ""160"": 4, ""166"": 4, ""182"": 4, ""143"": 3, ""145"": 3, ""161"": 3, ""163"": 3, ""165"": 3, ""138"": 2, ""140"": 2, ""156"": 2, ""151"": 1}"
"total number","{""16"": 32, ""29"": 10, ""2"": 7, ""6"": 4, ""15"": 4, ""19"": 4, ""58"": 4, ""5"": 3, ""94"": 3, ""3"": 2, ""114"": 2, ""136"": 2, ""1"": 1, ""8"": 1, ""10"": 1, ""13"": 1, ""14"": 1, ""33"": 1, ""51"": 1, ""68"": 1}"
"mpi program","{""10"": 43, ""29"": 8, ""55"": 6, ""98"": 5, ""33"": 3, ""93"": 3, ""96"": 3, ""135"": 3, ""51"": 2, ""53"": 2, ""57"": 2, ""241"": 2, ""32"": 1, ""79"": 1, ""89"": 1, ""99"": 1}"
"transfer rate","{""29"": 28, ""22"": 10, ""50"": 9, ""54"": 6, ""96"": 4, ""25"": 3, ""69"": 3, ""79"": 3, ""51"": 2, ""81"": 2, ""135"": 2, ""227"": 2, ""237"": 2, ""11"": 1, ""48"": 1, ""61"": 1, ""71"": 1, ""77"": 1, ""84"": 1, ""85"": 1}"
"linear model","{""16"": 37, ""133"": 16, ""42"": 12, ""146"": 5, ""46"": 3, ""181"": 3, ""208"": 3, ""113"": 2, ""209"": 2, ""71"": 1, ""74"": 1, ""179"": 1}"
"hpc application","{""99"": 16, ""41"": 8, ""130"": 8, ""121"": 6, ""45"": 5, ""67"": 5, ""66"": 4, ""7"": 3, ""29"": 3, ""65"": 3, ""69"": 3, ""82"": 3, ""38"": 2, ""53"": 2, ""132"": 2, ""9"": 1, ""42"": 1, ""52"": 1, ""55"": 1, ""58"": 1}"
"computing center","{""22"": 3, ""38"": 3, ""45"": 3, ""66"": 3, ""105"": 3, ""210"": 3, ""42"": 2, ""48"": 2, ""49"": 2, ""52"": 2, ""101"": 2, ""110"": 2, ""118"": 2, ""131"": 2, ""194"": 2, ""200"": 2, ""209"": 2, ""16"": 1, ""25"": 1, ""28"": 1}"
"data characteristic","{""181"": 62, ""16"": 4, ""180"": 4, ""179"": 3, ""196"": 2, ""198"": 2, ""73"": 1, ""80"": 1, ""122"": 1, ""132"": 1, ""145"": 1, ""147"": 1, ""158"": 1, ""190"": 1}"
"predicting performance","{""181"": 54, ""146"": 17, ""25"": 2, ""29"": 2, ""179"": 2, ""74"": 1, ""123"": 1, ""126"": 1, ""147"": 1, ""166"": 1, ""208"": 1, ""209"": 1, ""223"": 1}"
"training data","{""2"": 52, ""16"": 14, ""3"": 5, ""74"": 4, ""5"": 1, ""15"": 1, ""46"": 1, ""60"": 1, ""133"": 1, ""179"": 1, ""181"": 1, ""208"": 1, ""209"": 1}"
"trace format","{""29"": 45, ""33"": 7, ""66"": 7, ""37"": 5, ""89"": 3, ""135"": 3, ""28"": 2, ""30"": 2, ""32"": 2, ""75"": 2, ""87"": 2, ""93"": 2, ""52"": 1, ""236"": 1}"
"hierarchical storage","{""22"": 27, ""68"": 21, ""54"": 5, ""112"": 5, ""41"": 3, ""169"": 3, ""61"": 2, ""17"": 1, ""82"": 1, ""86"": 1, ""94"": 1, ""146"": 1, ""147"": 1, ""166"": 1, ""172"": 1, ""179"": 1, ""181"": 1, ""200"": 1, ""213"": 1, ""216"": 1}"
"quality control","{""18"": 78, ""56"": 3, ""36"": 1, ""129"": 1}"
"deren ansprache","{""36"": 63, ""35"": 20}"
"performance evaluation","{""29"": 15, ""22"": 5, ""33"": 5, ""7"": 4, ""11"": 4, ""79"": 4, ""87"": 4, ""37"": 2, ""65"": 2, ""71"": 2, ""85"": 2, ""86"": 2, ""97"": 2, ""110"": 2, ""133"": 2, ""2"": 1, ""28"": 1, ""30"": 1, ""31"": 1, ""41"": 1}"
"many case","{""29"": 28, ""8"": 10, ""60"": 7, ""22"": 4, ""27"": 3, ""74"": 3, ""86"": 3, ""51"": 2, ""66"": 2, ""79"": 2, ""3"": 1, ""11"": 1, ""37"": 1, ""41"": 1, ""45"": 1, ""61"": 1, ""64"": 1, ""68"": 1, ""69"": 1, ""71"": 1}"
"absolute error","{""16"": 75, ""46"": 3, ""23"": 1, ""45"": 1, ""123"": 1, ""202"": 1}"
"cpu utilization","{""42"": 30, ""33"": 19, ""67"": 9, ""29"": 8, ""46"": 4, ""55"": 2, ""37"": 1, ""45"": 1, ""47"": 1, ""69"": 1, ""76"": 1, ""81"": 1, ""86"": 1, ""87"": 1, ""135"": 1, ""214"": 1}"
"statistical sampling","{""196"": 28, ""198"": 24, ""190"": 19, ""73"": 3, ""132"": 2, ""181"": 2, ""43"": 1, ""70"": 1, ""122"": 1, ""179"": 1}"
"support vector","{""5"": 56, ""3"": 11, ""2"": 6, ""7"": 4, ""6"": 1, ""16"": 1, ""77"": 1, ""81"": 1}"
"data management","{""3"": 6, ""31"": 5, ""41"": 4, ""134"": 4, ""143"": 4, ""169"": 4, ""11"": 3, ""54"": 3, ""145"": 3, ""61"": 2, ""65"": 2, ""71"": 2, ""77"": 2, ""130"": 2, ""131"": 2, ""140"": 2, ""146"": 2, ""147"": 2, ""158"": 2, ""160"": 2}"
"computation time","{""29"": 48, ""8"": 21, ""15"": 3, ""73"": 2, ""10"": 1, ""14"": 1, ""21"": 1, ""27"": 1, ""51"": 1, ""75"": 1, ""142"": 1}"
"tape library","{""22"": 51, ""68"": 11, ""112"": 7, ""17"": 3, ""49"": 2, ""41"": 1, ""48"": 1, ""61"": 1, ""154"": 1, ""169"": 1, ""207"": 1, ""210"": 1}"
"data block","{""29"": 14, ""85"": 14, ""25"": 13, ""88"": 8, ""82"": 5, ""48"": 3, ""31"": 2, ""43"": 2, ""11"": 1, ""45"": 1, ""49"": 1, ""59"": 1, ""74"": 1, ""77"": 1, ""79"": 1, ""92"": 1, ""96"": 1, ""126"": 1, ""132"": 1, ""145"": 1}"
"climate data","{""45"": 12, ""49"": 10, ""70"": 9, ""12"": 7, ""43"": 6, ""80"": 6, ""41"": 5, ""20"": 3, ""48"": 3, ""203"": 2, ""16"": 1, ""22"": 1, ""61"": 1, ""73"": 1, ""111"": 1, ""119"": 1, ""122"": 1, ""131"": 1, ""132"": 1, ""160"": 1}"
"system performance","{""206"": 23, ""29"": 7, ""31"": 5, ""14"": 2, ""58"": 2, ""81"": 2, ""136"": 2, ""153"": 2, ""194"": 2, ""22"": 1, ""28"": 1, ""30"": 1, ""41"": 1, ""45"": 1, ""46"": 1, ""60"": 1, ""61"": 1, ""64"": 1, ""68"": 1, ""75"": 1}"
"bisheriges projektergebnis","{""36"": 61, ""35"": 19}"
"strategy summary","{""166"": 27, ""143"": 23, ""165"": 18, ""140"": 12}"
"vector machine","{""5"": 53, ""3"": 11, ""2"": 6, ""7"": 4, ""6"": 1, ""16"": 1, ""77"": 1, ""78"": 1, ""81"": 1}"
"better performance","{""29"": 17, ""14"": 9, ""7"": 5, ""15"": 5, ""90"": 5, ""65"": 4, ""25"": 3, ""85"": 3, ""88"": 3, ""71"": 2, ""74"": 2, ""79"": 2, ""209"": 2, ""9"": 1, ""19"": 1, ""28"": 1, ""41"": 1, ""42"": 1, ""47"": 1, ""51"": 1}"
"storage capacity","{""48"": 19, ""45"": 12, ""54"": 3, ""29"": 2, ""73"": 2, ""90"": 2, ""100"": 2, ""107"": 2, ""114"": 2, ""132"": 2, ""195"": 2, ""207"": 2, ""210"": 2, ""31"": 1, ""58"": 1, ""61"": 1, ""67"": 1, ""71"": 1, ""74"": 1, ""82"": 1}"
"storage list","{""195"": 25, ""189"": 19, ""178"": 17, ""114"": 3, ""183"": 3, ""185"": 3, ""138"": 2, ""151"": 2, ""164"": 2, ""100"": 1, ""107"": 1, ""170"": 1}"
"outlook summary","{""145"": 30, ""158"": 27, ""213"": 21, ""186"": 1}"
"large amount","{""58"": 15, ""1"": 12, ""29"": 6, ""41"": 4, ""2"": 3, ""6"": 3, ""60"": 3, ""130"": 3, ""8"": 2, ""56"": 2, ""61"": 2, ""90"": 2, ""169"": 2, ""3"": 1, ""7"": 1, ""11"": 1, ""14"": 1, ""15"": 1, ""32"": 1, ""37"": 1}"
"analysis tool","{""235"": 27, ""29"": 7, ""66"": 7, ""53"": 6, ""37"": 5, ""89"": 3, ""24"": 2, ""69"": 2, ""83"": 2, ""87"": 2, ""2"": 1, ""21"": 1, ""30"": 1, ""51"": 1, ""60"": 1, ""93"": 1, ""94"": 1, ""97"": 1, ""98"": 1, ""99"": 1}"
"file access","{""29"": 10, ""123"": 9, ""54"": 6, ""221"": 4, ""225"": 4, ""14"": 3, ""200"": 3, ""206"": 3, ""7"": 2, ""28"": 2, ""88"": 2, ""89"": 2, ""92"": 2, ""172"": 2, ""194"": 2, ""210"": 2, ""223"": 2, ""11"": 1, ""31"": 1, ""41"": 1}"
"configuration file","{""33"": 23, ""59"": 12, ""30"": 5, ""32"": 5, ""78"": 5, ""29"": 4, ""14"": 2, ""47"": 2, ""63"": 2, ""75"": 2, ""99"": 2, ""115"": 2, ""8"": 1, ""22"": 1, ""52"": 1, ""66"": 1, ""77"": 1, ""92"": 1, ""105"": 1, ""117"": 1}"
"flash drive","{""90"": 71, ""31"": 4, ""22"": 1, ""54"": 1, ""237"": 1}"
"improve performance","{""29"": 26, ""45"": 6, ""15"": 4, ""85"": 4, ""37"": 3, ""74"": 3, ""88"": 3, ""41"": 2, ""61"": 2, ""77"": 2, ""84"": 2, ""92"": 2, ""136"": 2, ""2"": 1, ""25"": 1, ""31"": 1, ""42"": 1, ""51"": 1, ""53"": 1, ""54"": 1}"
"passing interface","{""29"": 31, ""25"": 6, ""10"": 4, ""32"": 4, ""30"": 2, ""37"": 2, ""45"": 2, ""89"": 2, ""91"": 2, ""93"": 2, ""11"": 1, ""26"": 1, ""28"": 1, ""33"": 1, ""41"": 1, ""51"": 1, ""66"": 1, ""67"": 1, ""79"": 1, ""86"": 1}"
"performance limitation","{""241"": 43, ""234"": 26, ""29"": 5, ""86"": 1, ""96"": 1, ""136"": 1}"
"server activity","{""29"": 26, ""98"": 7, ""97"": 6, ""87"": 5, ""81"": 3, ""135"": 3, ""32"": 2, ""51"": 2, ""94"": 2, ""214"": 2, ""240"": 2, ""37"": 1, ""79"": 1, ""85"": 1, ""89"": 1, ""133"": 1, ""194"": 1, ""200"": 1, ""204"": 1, ""208"": 1}"
"performance metric","{""240"": 33, ""29"": 6, ""22"": 5, ""66"": 3, ""37"": 2, ""45"": 2, ""81"": 2, ""28"": 1, ""32"": 1, ""41"": 1, ""52"": 1, ""59"": 1, ""61"": 1, ""64"": 1, ""67"": 1, ""77"": 1, ""113"": 1, ""193"": 1, ""194"": 1, ""200"": 1}"
"project file","{""29"": 31, ""32"": 20, ""33"": 12, ""89"": 3, ""135"": 3, ""37"": 2, ""220"": 1, ""227"": 1, ""229"": 1, ""231"": 1, ""233"": 1}"
"center list","{""138"": 19, ""151"": 18, ""164"": 15, ""170"": 14, ""100"": 3, ""107"": 3, ""162"": 2, ""61"": 1, ""183"": 1}"
"standard deviation","{""16"": 48, ""29"": 14, ""33"": 3, ""37"": 2, ""80"": 2, ""133"": 2, ""5"": 1, ""19"": 1, ""56"": 1, ""74"": 1}"
"polynomial degree","{""16"": 73, ""5"": 2}"
"lecture note","{""29"": 16, ""43"": 6, ""70"": 5, ""8"": 4, ""22"": 3, ""33"": 3, ""57"": 3, ""26"": 2, ""47"": 2, ""67"": 2, ""74"": 2, ""75"": 2, ""86"": 2, ""94"": 2, ""132"": 2, ""7"": 1, ""16"": 1, ""30"": 1, ""32"": 1, ""37"": 1}"
"data size","{""25"": 14, ""146"": 5, ""166"": 5, ""179"": 5, ""181"": 5, ""209"": 5, ""74"": 4, ""125"": 4, ""126"": 4, ""31"": 2, ""67"": 2, ""87"": 2, ""16"": 1, ""29"": 1, ""41"": 1, ""45"": 1, ""49"": 1, ""51"": 1, ""52"": 1, ""58"": 1}"
"usb flash","{""90"": 66, ""31"": 8, ""22"": 1}"
"datafile object","{""57"": 45, ""95"": 30}"
"experiments summary","{""161"": 28, ""231"": 28, ""227"": 19}"
"naïve bayesian","{""5"": 74}"
"data format","{""41"": 17, ""11"": 12, ""8"": 5, ""12"": 4, ""20"": 3, ""45"": 3, ""10"": 2, ""29"": 2, ""48"": 2, ""67"": 2, ""160"": 2, ""163"": 2, ""165"": 2, ""16"": 1, ""25"": 1, ""28"": 1, ""32"": 1, ""43"": 1, ""49"": 1, ""70"": 1}"
"life cycle","{""237"": 28, ""54"": 21, ""130"": 4, ""22"": 3, ""56"": 2, ""131"": 2, ""145"": 2, ""158"": 2, ""38"": 1, ""82"": 1, ""140"": 1, ""143"": 1, ""160"": 1, ""163"": 1, ""165"": 1, ""168"": 1, ""217"": 1, ""229"": 1}"
"open educational","{""35"": 40, ""36"": 34}"
"least one","{""29"": 13, ""6"": 5, ""8"": 5, ""13"": 5, ""19"": 3, ""30"": 3, ""2"": 2, ""5"": 2, ""7"": 2, ""15"": 2, ""22"": 2, ""27"": 2, ""31"": 2, ""42"": 2, ""1"": 1, ""10"": 1, ""11"": 1, ""14"": 1, ""18"": 1, ""33"": 1}"
"expensive product","{""6"": 73}"
"one process","{""29"": 23, ""10"": 16, ""14"": 8, ""99"": 5, ""33"": 3, ""51"": 2, ""63"": 2, ""7"": 1, ""11"": 1, ""49"": 1, ""73"": 1, ""75"": 1, ""76"": 1, ""108"": 1, ""126"": 1, ""161"": 1, ""176"": 1, ""200"": 1, ""213"": 1, ""219"": 1}"
"job posting","{""13"": 73}"
"weiterführende info","{""36"": 54, ""35"": 19}"
"storage research","{""179"": 46, ""146"": 26, ""134"": 1}"
"one hand","{""29"": 21, ""7"": 8, ""41"": 5, ""61"": 5, ""5"": 3, ""22"": 3, ""37"": 3, ""53"": 3, ""8"": 2, ""45"": 2, ""130"": 2, ""15"": 1, ""31"": 1, ""33"": 1, ""36"": 1, ""48"": 1, ""51"": 1, ""52"": 1, ""55"": 1, ""60"": 1}"
"read operation","{""29"": 22, ""85"": 12, ""11"": 9, ""31"": 3, ""7"": 2, ""30"": 2, ""64"": 2, ""69"": 2, ""72"": 2, ""88"": 2, ""92"": 2, ""28"": 1, ""41"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""57"": 1, ""58"": 1, ""65"": 1, ""75"": 1}"
"network granularity","{""29"": 64, ""85"": 5, ""51"": 2, ""231"": 1}"
"model accuracy","{""29"": 68, ""42"": 1, ""133"": 1, ""146"": 1, ""181"": 1}"
"large number","{""29"": 12, ""10"": 3, ""50"": 3, ""60"": 3, ""85"": 3, ""2"": 2, ""15"": 2, ""22"": 2, ""37"": 2, ""41"": 2, ""49"": 2, ""56"": 2, ""57"": 2, ""58"": 2, ""82"": 2, ""87"": 2, ""88"": 2, ""92"": 2, ""134"": 2, ""1"": 1}"
"stop word","{""19"": 47, ""2"": 10, ""5"": 7, ""3"": 5, ""15"": 2}"
"quarter result","{""5"": 71}"
"valid matching","{""7"": 30, ""62"": 16, ""159"": 14, ""40"": 11}"
"file count","{""73"": 16, ""122"": 11, ""190"": 10, ""196"": 9, ""198"": 8, ""181"": 7, ""179"": 5, ""82"": 4, ""206"": 1}"
"activities performance","{""179"": 46, ""146"": 25}"
"storage space","{""48"": 7, ""57"": 7, ""95"": 7, ""29"": 3, ""43"": 3, ""67"": 3, ""70"": 3, ""73"": 3, ""82"": 3, ""1"": 2, ""65"": 2, ""87"": 2, ""96"": 2, ""122"": 2, ""132"": 2, ""140"": 2, ""10"": 1, ""31"": 1, ""32"": 1, ""33"": 1}"
"evaluation summary","{""240"": 27, ""141"": 22, ""186"": 20, ""1"": 1}"
"naive bayes","{""2"": 39, ""19"": 24, ""3"": 6, ""5"": 1}"
"peak performance","{""29"": 11, ""136"": 9, ""37"": 7, ""64"": 4, ""88"": 4, ""38"": 2, ""60"": 2, ""65"": 2, ""87"": 2, ""114"": 2, ""185"": 2, ""194"": 2, ""195"": 2, ""199"": 2, ""28"": 1, ""33"": 1, ""61"": 1, ""71"": 1, ""92"": 1, ""113"": 1}"
"learning algorithms","{""5"": 18, ""2"": 14, ""7"": 5, ""226"": 4, ""72"": 3, ""74"": 3, ""81"": 3, ""40"": 2, ""228"": 2, ""1"": 1, ""3"": 1, ""6"": 1, ""16"": 1, ""19"": 1, ""24"": 1, ""26"": 1, ""76"": 1, ""77"": 1, ""125"": 1, ""204"": 1}"
"apple user","{""6"": 69}"
"syntax tree","{""7"": 33, ""21"": 10, ""62"": 9, ""159"": 9, ""99"": 2, ""40"": 1, ""60"": 1, ""72"": 1, ""78"": 1, ""109"": 1, ""120"": 1}"
"system data","{""145"": 33, ""191"": 9, ""169"": 5, ""162"": 3, ""22"": 2, ""61"": 2, ""110"": 2, ""60"": 1, ""82"": 1, ""154"": 1, ""160"": 1, ""163"": 1, ""165"": 1, ""166"": 1, ""172"": 1, ""179"": 1, ""194"": 1, ""200"": 1, ""206"": 1, ""210"": 1}"
"sequential read","{""29"": 40, ""90"": 4, ""71"": 3, ""174"": 3, ""22"": 2, ""133"": 2, ""147"": 2, ""181"": 2, ""206"": 2, ""28"": 1, ""30"": 1, ""31"": 1, ""81"": 1, ""146"": 1, ""179"": 1, ""194"": 1, ""199"": 1, ""200"": 1}"
"cluster system","{""29"": 45, ""25"": 4, ""87"": 4, ""51"": 3, ""32"": 1, ""37"": 1, ""38"": 1, ""54"": 1, ""55"": 1, ""61"": 1, ""71"": 1, ""92"": 1, ""93"": 1, ""113"": 1, ""132"": 1, ""192"": 1, ""233"": 1}"
"network interface","{""33"": 22, ""29"": 21, ""32"": 7, ""45"": 4, ""231"": 2, ""27"": 1, ""37"": 1, ""42"": 1, ""51"": 1, ""53"": 1, ""55"": 1, ""61"": 1, ""79"": 1, ""84"": 1, ""95"": 1, ""97"": 1, ""135"": 1, ""241"": 1}"
"language extension","{""59"": 17, ""63"": 14, ""44"": 13, ""108"": 6, ""78"": 4, ""29"": 3, ""173"": 3, ""109"": 2, ""115"": 2, ""117"": 2, ""186"": 1, ""201"": 1, ""211"": 1}"
"scientific computing","{""157"": 4, ""11"": 3, ""83"": 3, ""131"": 3, ""2"": 2, ""12"": 2, ""14"": 2, ""18"": 2, ""25"": 2, ""41"": 2, ""54"": 2, ""92"": 2, ""193"": 2, ""6"": 1, ""10"": 1, ""13"": 1, ""20"": 1, ""22"": 1, ""28"": 1, ""39"": 1}"
"international symposium","{""29"": 9, ""55"": 6, ""41"": 5, ""38"": 3, ""82"": 3, ""7"": 2, ""42"": 2, ""45"": 2, ""47"": 2, ""59"": 2, ""66"": 2, ""74"": 2, ""79"": 2, ""133"": 2, ""136"": 2, ""9"": 1, ""25"": 1, ""28"": 1, ""46"": 1, ""51"": 1}"
"mpi function","{""29"": 25, ""10"": 18, ""51"": 4, ""135"": 4, ""37"": 3, ""33"": 2, ""84"": 2, ""87"": 2, ""89"": 2, ""93"": 2, ""76"": 1, ""79"": 1, ""96"": 1, ""99"": 1}"
"german climate","{""22"": 3, ""38"": 3, ""210"": 3, ""48"": 2, ""49"": 2, ""63"": 2, ""80"": 2, ""110"": 2, ""209"": 2, ""16"": 1, ""28"": 1, ""42"": 1, ""43"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""60"": 1, ""61"": 1, ""66"": 1, ""67"": 1}"
"two node","{""29"": 35, ""27"": 14, ""3"": 2, ""32"": 2, ""135"": 2, ""5"": 1, ""7"": 1, ""8"": 1, ""22"": 1, ""33"": 1, ""51"": 1, ""52"": 1, ""62"": 1, ""96"": 1, ""131"": 1, ""213"": 1, ""241"": 1}"
